"regulatoryGene"	"targetGene"	"weight"
"LRRTM3"	"FAM174B"	0.00291958541883952
"GPC3"	"POU6F2"	0.00291923847317223
"FNDC9"	"ENSG00000276075"	0.00291539268800061
"ENSG00000197099"	"SUSD4"	0.00291202186950682
"HOXD10"	"ENSG00000241547"	0.00291128528557946
"NKRF"	"CYP17A1"	0.00290970177077251
"ENSG00000261888"	"GPR143"	0.0029044006337244
"AASS"	"MYL3"	0.002904160731088
"SHB"	"PRSS12"	0.00290264231077909
"SELENOS"	"UBC"	0.00290050366549921
"C2orf72"	"EVX2"	0.00289936383613475
"OCLM"	"NHLH2"	0.00289554379232264
"ENSG00000261599"	"NHLH2"	0.00289424044802001
"ENSG00000230364"	"STRA6"	0.00289181777844896
"DCT"	"LGR5"	0.00288637672453089
"LINC01410"	"ALG13"	0.00288610979026546
"SRGAP2B"	"CYP17A1"	0.002884495032428
"CYP17A1"	"SVBP"	0.0028844109504026
"EPHA8"	"EVX2"	0.00287753591266049
"MMP24"	"EVX2"	0.00287753591266049
"GAS2L1P2"	"EVX2"	0.00287753591266049
"ENSG00000259612"	"STRA6"	0.0028764608348493
"NBAS"	"ENSG00000204982"	0.00287590838860568
"CYP17A1"	"ENSG00000232320"	0.00287371861047231
"PLCXD3"	"LRRTM3"	0.00287160810091086
"ENSG00000261888"	"MAGEC1"	0.00286451744401759
"RTN4RL1"	"FNDC9"	0.00285697283371458
"RPS29"	"ENSG00000197099"	0.00285694583126386
"ENSG00000272425"	"AMIGO2"	0.00285452788467649
"ENSG00000176716"	"KLK4"	0.00285309639090442
"CRYAB"	"ARHGAP10"	0.00285300647753352
"COL1A2"	"CMYA5"	0.00284926016084802
"CMYA5"	"PCDH8"	0.00284848628572887
"SEC24D"	"EVX2"	0.00284775995625256
"CCDC51"	"EDIL3"	0.00284774342833821
"NXPH3"	"FSTL5"	0.00284499230878896
"HIST1H1E"	"MCTP2"	0.00284340472034071
"ENSG00000228150"	"ENSG00000176716"	0.0028403361229144
"INHBB"	"LOC101927418"	0.00283747047310692
"MYH14"	"TCN2"	0.00283413654986877
"LHFPL3"	"DPY19L2P4"	0.00283106914711124
"HBEGF"	"SIK1B"	0.00282805307599027
"NBAS"	"ENSG00000225053"	0.00282770597842949
"AK3"	"ENSG00000253347"	0.00282614569851754
"ENSG00000174680"	"ENSG00000225527"	0.00282480809811429
"ANGPT4"	"ENSG00000274370"	0.00282359489488113
"AQP7"	"HOXD10"	0.00282151847770293
"C12orf66"	"ENSG00000237857"	0.00281864025456367
"GPR143"	"UBC"	0.0028183724021799
"ENSG00000279117"	"ENSG00000237857"	0.0028183353718881
"HS3ST5"	"ENSG00000217648"	0.00281532886010507
"RTL1"	"EFHC2"	0.00281462835599514
"ENSG00000197099"	"ENSG00000271200"	0.00281200597293225
"STRA6"	"LAMTOR3"	0.00281021541183673
"ENSG00000280727"	"TMEM229A"	0.00280988485419824
"GPR78"	"LRRTM3"	0.00280687633085828
"MYH14"	"INSC"	0.00280484944514831
"FNDC9"	"ENSG00000250790"	0.00280474816839101
"SIK1B"	"MISP"	0.00280394877590137
"NBAS"	"TXNRD3"	0.00280388377484806
